"V1","V2"
"Organic Search-Affiliate-Display-Organic Search",1
"Organic Search-Affiliate-Display-Affiliate-Direct",1
"Organic Search-Affiliate-Display-Affiliate-Social",5
"Organic Search-Affiliate-Display-Affiliate-Display-Direct",1
"Organic Search-Affiliate-Display-Affiliate-Display-Social",1
"Organic Search-Affiliate-Display-Affiliate-Display",1
"Organic Search-Affiliate-Display-Affiliate-Display-Paid Search",1
"Organic Search-Affiliate-Display-Affiliate-Direct",1
"Organic Search-Affiliate-Display-Affiliate-Social",1
"Organic Search-Affiliate-Display-Affiliate-Display",1
"Organic Search-Affiliate-Display-Affiliate",1
"Organic Search-Affiliate-Display-Affiliate-Paid Search",3
"Organic Search-Affiliate-Display-Affiliate-Organic Search",1
"Organic Search-Affiliate-Display-Affiliate-Paid Search-Social",3
"Organic Search-Affiliate-Display-Affiliate-Paid Search",3
"Organic Search-Affiliate-Display-Affiliate-Organic Search-Paid Search",1
"Organic Search-Affiliate-Display-Paid Search-Direct",8
"Organic Search-Affiliate-Display-Paid Search-Direct-Display",1
"Organic Search-Affiliate-Display-Paid Search-Direct-Paid Search",3
"Organic Search-Affiliate-Display-Paid Search-Direct-Organic Search",2
"Organic Search-Affiliate-Display-Paid Search-Social",26
"Organic Search-Affiliate-Display-Paid Search-Display-Direct",2
"Organic Search-Affiliate-Display-Paid Search-Display-Social",6
"Organic Search-Affiliate-Display-Paid Search-Display",3
"Organic Search-Affiliate-Display-Paid Search-Display-Affiliate",2
"Organic Search-Affiliate-Display-Paid Search-Display-Paid Search",17
"Organic Search-Affiliate-Display-Paid Search-Display-Organic Search",1
"Organic Search-Affiliate-Display-Paid Search-Affiliate-Direct",1
"Organic Search-Affiliate-Display-Paid Search-Affiliate-Display",1
"Organic Search-Affiliate-Display-Paid Search-Affiliate-Paid Search",1
"Organic Search-Affiliate-Display-Paid Search-Direct",2
"Organic Search-Affiliate-Display-Paid Search-Social",9
"Organic Search-Affiliate-Display-Paid Search-Display",5
"Organic Search-Affiliate-Display-Paid Search-Affiliate",2
"Organic Search-Affiliate-Display-Paid Search",24
"Organic Search-Affiliate-Display-Paid Search-Organic Search",1
"Organic Search-Affiliate-Display-Paid Search-Organic Search-Social",1
"Organic Search-Affiliate-Display-Paid Search-Organic Search-Paid Search",8
"Organic Search-Affiliate-Display-Paid Search-Organic Search",1
"Organic Search-Affiliate-Display-Organic Search-Direct",1
"Organic Search-Affiliate-Display-Organic Search-Direct-Affiliate",1
"Organic Search-Affiliate-Display-Organic Search-Direct-Paid Search",2
"Organic Search-Affiliate-Display-Organic Search-Social",5
"Organic Search-Affiliate-Display-Organic Search-Display-Direct",1
"Organic Search-Affiliate-Display-Organic Search-Display-Organic Search",2
"Organic Search-Affiliate-Display-Organic Search-Paid Search-Direct",2
"Organic Search-Affiliate-Display-Organic Search-Paid Search-Social",10
"Organic Search-Affiliate-Display-Organic Search-Paid Search-Display",2
"Organic Search-Affiliate-Display-Organic Search-Paid Search",11
"Organic Search-Affiliate-Display-Organic Search-Paid Search-Organic Search",5
"Organic Search-Affiliate-Display-Organic Search-Paid Search",6
"Organic Search-Affiliate-Display-Organic Search",5
"Organic Search-Affiliate-Direct",22
"Organic Search-Affiliate-Direct-Social",5
"Organic Search-Affiliate-Direct-Display",8
"Organic Search-Affiliate-Direct-Affiliate",14
"Organic Search-Affiliate-Direct-Paid Search",11
"Organic Search-Affiliate-Direct-Organic Search",2
"Organic Search-Affiliate-Direct-Social",19
"Organic Search-Affiliate-Direct-Display-Direct",3
"Organic Search-Affiliate-Direct-Display-Social",2
"Organic Search-Affiliate-Direct-Display-Affiliate",1
"Organic Search-Affiliate-Direct-Display-Paid Search",2
"Organic Search-Affiliate-Direct-Display-Organic Search",1
"Organic Search-Affiliate-Direct-Affiliate-Direct",1
"Organic Search-Affiliate-Direct-Affiliate-Social",2
"Organic Search-Affiliate-Direct-Affiliate",15
"Organic Search-Affiliate-Direct-Affiliate-Paid Search",6
"Organic Search-Affiliate-Direct-Affiliate-Organic Search",1
"Organic Search-Affiliate-Direct-Paid Search-Direct",2
"Organic Search-Affiliate-Direct-Paid Search-Social",1
"Organic Search-Affiliate-Direct-Paid Search-Display",3
"Organic Search-Affiliate-Direct-Paid Search-Affiliate",3
"Organic Search-Affiliate-Direct-Paid Search",9
"Organic Search-Affiliate-Direct-Organic Search-Direct",1
"Organic Search-Affiliate-Direct-Organic Search-Affiliate",1
"Organic Search-Affiliate-Direct-Organic Search-Paid Search",3
"Organic Search-Affiliate-Direct-Organic Search",1
"Organic Search-Affiliate-Social",295
"Organic Search-Affiliate-Display-Direct",5
"Organic Search-Affiliate-Display-Direct-Social",1
"Organic Search-Affiliate-Display-Direct-Display",1
"Organic Search-Affiliate-Display-Social",19
"Organic Search-Affiliate-Display-Social",2
"Organic Search-Affiliate-Display",5
"Organic Search-Affiliate-Display-Affiliate",6
"Organic Search-Affiliate-Display-Paid Search",3
"Organic Search-Affiliate-Display-Organic Search",4
"Organic Search-Affiliate-Display-Affiliate-Direct",2
"Organic Search-Affiliate-Display-Affiliate-Social",2
"Organic Search-Affiliate-Display-Affiliate-Display",1
"Organic Search-Affiliate-Display-Affiliate",10
"Organic Search-Affiliate-Display-Affiliate-Paid Search",2
"Organic Search-Affiliate-Display-Paid Search-Direct",2
"Organic Search-Affiliate-Display-Paid Search-Social",7
"Organic Search-Affiliate-Display-Paid Search-Display",4
"Organic Search-Affiliate-Display-Paid Search-Affiliate",1
"Organic Search-Affiliate-Display-Paid Search",14
"Organic Search-Affiliate-Display-Paid Search-Organic Search",2
"Organic Search-Affiliate-Display-Organic Search-Direct",1
"Organic Search-Affiliate-Display-Organic Search-Affiliate",1
"Organic Search-Affiliate-Display-Organic Search-Paid Search",9
"Organic Search-Affiliate-Display-Organic Search",4
"Organic Search-Affiliate-Direct",27
"Organic Search-Affiliate-Direct-Social",10
"Organic Search-Affiliate-Direct-Display",4
"Organic Search-Affiliate-Direct-Affiliate",21
"Organic Search-Affiliate-Direct-Paid Search",16
"Organic Search-Affiliate-Direct-Organic Search",2
"Organic Search-Affiliate-Social",137
"Organic Search-Affiliate-Display-Social",13
"Organic Search-Affiliate-Display",9
"Organic Search-Affiliate-Display-Affiliate",8
"Organic Search-Affiliate-Display-Paid Search",18
"Organic Search-Affiliate-Display-Organic Search",4
"Organic Search-Affiliate-Direct",20
"Organic Search-Affiliate-Social",40
"Organic Search-Affiliate-Display",19
"Organic Search-Affiliate",180
"Organic Search-Affiliate-Paid Search",108
"Organic Search-Affiliate-Organic Search",20
"Organic Search-Affiliate-Paid Search-Direct",22
"Organic Search-Affiliate-Paid Search-Social",53
"Organic Search-Affiliate-Paid Search-Display",13
"Organic Search-Affiliate-Paid Search-Affiliate",34
"Organic Search-Affiliate-Paid Search",111
"Organic Search-Affiliate-Paid Search-Organic Search",16
"Organic Search-Affiliate-Organic Search-Direct",3
"Organic Search-Affiliate-Organic Search-Social",2
"Organic Search-Affiliate-Organic Search-Display",1
"Organic Search-Affiliate-Organic Search-Affiliate",5
"Organic Search-Affiliate-Organic Search-Paid Search",25
"Organic Search-Affiliate-Organic Search",14
"Organic Search-Affiliate-Paid Search-Direct",14
"Organic Search-Affiliate-Paid Search-Direct-Social",6
"Organic Search-Affiliate-Paid Search-Direct-Display",4
"Organic Search-Affiliate-Paid Search-Direct-Affiliate",5
"Organic Search-Affiliate-Paid Search-Direct-Paid Search",14
"Organic Search-Affiliate-Paid Search-Social",196
"Organic Search-Affiliate-Paid Search-Display-Direct",4
"Organic Search-Affiliate-Paid Search-Display-Social",7
"Organic Search-Affiliate-Paid Search-Display",6
"Organic Search-Affiliate-Paid Search-Display-Affiliate",8
"Organic Search-Affiliate-Paid Search-Display-Paid Search",11
"Organic Search-Affiliate-Paid Search-Display-Organic Search",7
"Organic Search-Affiliate-Paid Search-Affiliate-Direct",3
"Organic Search-Affiliate-Paid Search-Affiliate-Social",10
"Organic Search-Affiliate-Paid Search-Affiliate-Display",5
"Organic Search-Affiliate-Paid Search-Affiliate",82
"Organic Search-Affiliate-Paid Search-Affiliate-Paid Search",34
"Organic Search-Affiliate-Paid Search-Affiliate-Organic Search",3
"Organic Search-Affiliate-Paid Search-Direct",15
"Organic Search-Affiliate-Paid Search-Social",73
"Organic Search-Affiliate-Paid Search-Display",14
"Organic Search-Affiliate-Paid Search-Affiliate",25
"Organic Search-Affiliate-Paid Search",150
"Organic Search-Affiliate-Paid Search-Organic Search",26
"Organic Search-Affiliate-Paid Search-Organic Search-Direct",2
"Organic Search-Affiliate-Paid Search-Organic Search-Social",2
"Organic Search-Affiliate-Paid Search-Organic Search-Affiliate",6
"Organic Search-Affiliate-Paid Search-Organic Search-Paid Search",26
"Organic Search-Affiliate-Paid Search-Organic Search",11
"Organic Search-Affiliate-Organic Search-Direct",6
"Organic Search-Affiliate-Organic Search-Direct-Paid Search",7
"Organic Search-Affiliate-Organic Search-Social",7
"Organic Search-Affiliate-Organic Search-Display-Social",1
"Organic Search-Affiliate-Organic Search-Display",1
"Organic Search-Affiliate-Organic Search-Display-Organic Search",1
"Organic Search-Affiliate-Organic Search-Affiliate-Direct",2
"Organic Search-Affiliate-Organic Search-Affiliate-Social",1
"Organic Search-Affiliate-Organic Search-Affiliate",7
"Organic Search-Affiliate-Organic Search-Affiliate-Paid Search",2
"Organic Search-Affiliate-Organic Search-Paid Search-Direct",3
"Organic Search-Affiliate-Organic Search-Paid Search-Social",15
"Organic Search-Affiliate-Organic Search-Paid Search-Display",2
"Organic Search-Affiliate-Organic Search-Paid Search-Affiliate",6
"Organic Search-Affiliate-Organic Search-Paid Search",35
"Organic Search-Affiliate-Organic Search-Paid Search-Organic Search",8
"Organic Search-Affiliate-Organic Search-Direct",4
"Organic Search-Affiliate-Organic Search-Social",2
"Organic Search-Affiliate-Organic Search-Display",2
"Organic Search-Affiliate-Organic Search-Affiliate",1
"Organic Search-Affiliate-Organic Search-Paid Search",17
"Organic Search-Affiliate-Organic Search",10
"Organic Search-Affiliate-Paid Search-Direct",24
"Organic Search-Affiliate-Paid Search-Direct-Social",6
"Organic Search-Affiliate-Paid Search-Direct-Display",7
"Organic Search-Affiliate-Paid Search-Direct-Affiliate",5
"Organic Search-Affiliate-Paid Search-Direct-Paid Search",29
"Organic Search-Affiliate-Paid Search-Direct-Organic Search",3
"Organic Search-Affiliate-Paid Search-Direct-Social",18
"Organic Search-Affiliate-Paid Search-Direct-Display-Direct",1
"Organic Search-Affiliate-Paid Search-Direct-Display-Social",2
"Organic Search-Affiliate-Paid Search-Direct-Display-Affiliate",1
"Organic Search-Affiliate-Paid Search-Direct-Affiliate-Direct",1
"Organic Search-Affiliate-Paid Search-Direct-Affiliate-Social",1
"Organic Search-Affiliate-Paid Search-Direct-Affiliate-Display",1
"Organic Search-Affiliate-Paid Search-Direct-Affiliate",4
"Organic Search-Affiliate-Paid Search-Direct-Affiliate-Paid Search",5
"Organic Search-Affiliate-Paid Search-Direct-Paid Search-Direct",16
"Organic Search-Affiliate-Paid Search-Direct-Paid Search-Social",11
"Organic Search-Affiliate-Paid Search-Direct-Paid Search-Display",3
"Organic Search-Affiliate-Paid Search-Direct-Paid Search-Affiliate",4
"Organic Search-Affiliate-Paid Search-Direct-Paid Search",22
"Organic Search-Affiliate-Paid Search-Direct-Paid Search-Organic Search",8
"Organic Search-Affiliate-Paid Search-Direct-Organic Search-Social",1
"Organic Search-Affiliate-Paid Search-Direct-Organic Search-Paid Search",2
"Organic Search-Affiliate-Paid Search-Direct-Organic Search",2
"Organic Search-Affiliate-Paid Search-Social",750
"Organic Search-Affiliate-Paid Search-Display-Direct",2
"Organic Search-Affiliate-Paid Search-Display-Direct-Paid Search",1
"Organic Search-Affiliate-Paid Search-Display-Social",17
"Organic Search-Affiliate-Paid Search-Display-Social",2
"Organic Search-Affiliate-Paid Search-Display",2
"Organic Search-Affiliate-Paid Search-Display-Affiliate",1
"Organic Search-Affiliate-Paid Search-Display-Paid Search",2
"Organic Search-Affiliate-Paid Search-Display-Organic Search",1
"Organic Search-Affiliate-Paid Search-Display-Affiliate-Direct",1
"Organic Search-Affiliate-Paid Search-Display-Affiliate-Social",2
"Organic Search-Affiliate-Paid Search-Display-Affiliate-Display",1
"Organic Search-Affiliate-Paid Search-Display-Affiliate",1
"Organic Search-Affiliate-Paid Search-Display-Affiliate-Paid Search",7
"Organic Search-Affiliate-Paid Search-Display-Paid Search-Direct",1
"Organic Search-Affiliate-Paid Search-Display-Paid Search-Social",6
"Organic Search-Affiliate-Paid Search-Display-Paid Search-Display",9
"Organic Search-Affiliate-Paid Search-Display-Paid Search-Affiliate",5
"Organic Search-Affiliate-Paid Search-Display-Paid Search",18
"Organic Search-Affiliate-Paid Search-Display-Paid Search-Organic Search",4
"Organic Search-Affiliate-Paid Search-Display-Organic Search-Direct",1
"Organic Search-Affiliate-Paid Search-Display-Organic Search-Social",1
"Organic Search-Affiliate-Paid Search-Display-Organic Search-Paid Search",12
"Organic Search-Affiliate-Paid Search-Display-Organic Search",4
"Organic Search-Affiliate-Paid Search-Affiliate-Direct",3
"Organic Search-Affiliate-Paid Search-Affiliate-Direct-Affiliate",1
"Organic Search-Affiliate-Paid Search-Affiliate-Direct-Organic Search",1
"Organic Search-Affiliate-Paid Search-Affiliate-Social",25
"Organic Search-Affiliate-Paid Search-Affiliate-Display-Social",2
"Organic Search-Affiliate-Paid Search-Affiliate-Display",1
"Organic Search-Affiliate-Paid Search-Affiliate-Display-Affiliate",1
"Organic Search-Affiliate-Paid Search-Affiliate-Display-Paid Search",7
"Organic Search-Affiliate-Paid Search-Affiliate-Display-Organic Search",2
"Organic Search-Affiliate-Paid Search-Affiliate-Direct",2
"Organic Search-Affiliate-Paid Search-Affiliate-Social",2
"Organic Search-Affiliate-Paid Search-Affiliate-Display",2
"Organic Search-Affiliate-Paid Search-Affiliate",17
"Organic Search-Affiliate-Paid Search-Affiliate-Paid Search",21
"Organic Search-Affiliate-Paid Search-Affiliate-Organic Search",1
"Organic Search-Affiliate-Paid Search-Affiliate-Paid Search-Direct",7
"Organic Search-Affiliate-Paid Search-Affiliate-Paid Search-Social",39
"Organic Search-Affiliate-Paid Search-Affiliate-Paid Search-Affiliate",37
"Organic Search-Affiliate-Paid Search-Affiliate-Paid Search",48
"Organic Search-Affiliate-Paid Search-Affiliate-Paid Search-Organic Search",6
"Organic Search-Affiliate-Paid Search-Affiliate-Organic Search-Direct",1
"Organic Search-Affiliate-Paid Search-Affiliate-Organic Search-Affiliate",3
"Organic Search-Affiliate-Paid Search-Affiliate-Organic Search-Paid Search",5
"Organic Search-Affiliate-Paid Search-Affiliate-Organic Search",1
"Organic Search-Affiliate-Paid Search-Direct",22
"Organic Search-Affiliate-Paid Search-Direct-Social",4
"Organic Search-Affiliate-Paid Search-Direct-Display",2
"Organic Search-Affiliate-Paid Search-Direct-Affiliate",3
"Organic Search-Affiliate-Paid Search-Direct-Paid Search",14
"Organic Search-Affiliate-Paid Search-Direct-Organic Search",2
"Organic Search-Affiliate-Paid Search-Social",318
"Organic Search-Affiliate-Paid Search-Display-Direct",1
"Organic Search-Affiliate-Paid Search-Display-Social",7
"Organic Search-Affiliate-Paid Search-Display",2
"Organic Search-Affiliate-Paid Search-Display-Affiliate",4
"Organic Search-Affiliate-Paid Search-Display-Paid Search",8
"Organic Search-Affiliate-Paid Search-Display-Organic Search",5
"Organic Search-Affiliate-Paid Search-Affiliate-Direct",3
"Organic Search-Affiliate-Paid Search-Affiliate-Social",7
"Organic Search-Affiliate-Paid Search-Affiliate",13
"Organic Search-Affiliate-Paid Search-Affiliate-Paid Search",29
"Organic Search-Affiliate-Paid Search-Affiliate-Organic Search",6
"Organic Search-Affiliate-Paid Search-Direct",27
"Organic Search-Affiliate-Paid Search-Social",132
"Organic Search-Affiliate-Paid Search-Display",23
"Organic Search-Affiliate-Paid Search-Affiliate",22
"Organic Search-Affiliate-Paid Search",661
"Organic Search-Affiliate-Paid Search-Organic Search",53
"Organic Search-Affiliate-Paid Search-Organic Search-Direct",6
"Organic Search-Affiliate-Paid Search-Organic Search-Social",5
"Organic Search-Affiliate-Paid Search-Organic Search-Affiliate",3
"Organic Search-Affiliate-Paid Search-Organic Search-Paid Search",80
"Organic Search-Affiliate-Paid Search-Organic Search",25
"Organic Search-Affiliate-Paid Search-Organic Search-Direct",7
"Organic Search-Affiliate-Paid Search-Organic Search-Direct-Affiliate",1
"Organic Search-Affiliate-Paid Search-Organic Search-Direct-Paid Search",5
"Organic Search-Affiliate-Paid Search-Organic Search-Direct-Organic Search",2
"Organic Search-Affiliate-Paid Search-Organic Search-Social",14
"Organic Search-Affiliate-Paid Search-Organic Search-Display-Affiliate",1
"Organic Search-Affiliate-Paid Search-Organic Search-Display-Paid Search",1
"Organic Search-Affiliate-Paid Search-Organic Search-Display-Organic Search",1
"Organic Search-Affiliate-Paid Search-Organic Search-Affiliate-Direct",1
"Organic Search-Affiliate-Paid Search-Organic Search-Affiliate-Social",3
"Organic Search-Affiliate-Paid Search-Organic Search-Affiliate",1
"Organic Search-Affiliate-Paid Search-Organic Search-Affiliate-Paid Search",5
"Organic Search-Affiliate-Paid Search-Organic Search-Affiliate-Organic Search",2
"Organic Search-Affiliate-Paid Search-Organic Search-Paid Search-Direct",4
"Organic Search-Affiliate-Paid Search-Organic Search-Paid Search-Social",34
"Organic Search-Affiliate-Paid Search-Organic Search-Paid Search-Display",4
"Organic Search-Affiliate-Paid Search-Organic Search-Paid Search-Affiliate",5
"Organic Search-Affiliate-Paid Search-Organic Search-Paid Search",85
"Organic Search-Affiliate-Paid Search-Organic Search-Paid Search-Organic Search",38
"Organic Search-Affiliate-Paid Search-Organic Search-Direct",5
"Organic Search-Affiliate-Paid Search-Organic Search-Social",3
"Organic Search-Affiliate-Paid Search-Organic Search-Affiliate",2
"Organic Search-Affiliate-Paid Search-Organic Search-Paid Search",37
"Organic Search-Affiliate-Paid Search-Organic Search",5
"Organic Search-Affiliate-Organic Search-Direct",7
"Organic Search-Affiliate-Organic Search-Direct-Social",1
"Organic Search-Affiliate-Organic Search-Direct-Paid Search",7
"Organic Search-Affiliate-Organic Search-Direct-Social",1
"Organic Search-Affiliate-Organic Search-Direct-Affiliate",2
"Organic Search-Affiliate-Organic Search-Direct-Affiliate-Paid Search",2
"Organic Search-Affiliate-Organic Search-Direct-Paid Search-Direct",3
"Organic Search-Affiliate-Organic Search-Direct-Paid Search-Social",1
"Organic Search-Affiliate-Organic Search-Direct-Paid Search-Affiliate",1
"Organic Search-Affiliate-Organic Search-Direct-Paid Search",6
"Organic Search-Affiliate-Organic Search-Direct-Paid Search-Organic Search",1
"Organic Search-Affiliate-Organic Search-Direct-Organic Search-Direct",3
"Organic Search-Affiliate-Organic Search-Social",22
"Organic Search-Affiliate-Organic Search-Display-Social",1
"Organic Search-Affiliate-Organic Search-Display-Affiliate-Direct",1
"Organic Search-Affiliate-Organic Search-Display-Affiliate-Organic Search",1
"Organic Search-Affiliate-Organic Search-Display-Paid Search",1
"Organic Search-Affiliate-Organic Search-Display-Organic Search-Display",1
"Organic Search-Affiliate-Organic Search-Affiliate-Direct-Organic Search",1
"Organic Search-Affiliate-Organic Search-Affiliate-Social",3
"Organic Search-Affiliate-Organic Search-Affiliate-Social",1
"Organic Search-Affiliate-Organic Search-Affiliate-Display",1
"Organic Search-Affiliate-Organic Search-Affiliate",3
"Organic Search-Affiliate-Organic Search-Affiliate-Paid Search",1
"Organic Search-Affiliate-Organic Search-Affiliate-Organic Search",1
"Organic Search-Affiliate-Organic Search-Affiliate-Paid Search-Direct",1
"Organic Search-Affiliate-Organic Search-Affiliate-Paid Search-Social",7
"Organic Search-Affiliate-Organic Search-Affiliate-Paid Search-Display",1
"Organic Search-Affiliate-Organic Search-Affiliate-Paid Search-Affiliate",2
"Organic Search-Affiliate-Organic Search-Affiliate-Paid Search",4
"Organic Search-Affiliate-Organic Search-Affiliate-Paid Search-Organic Search",1
"Organic Search-Affiliate-Organic Search-Affiliate-Organic Search-Affiliate",3
"Organic Search-Affiliate-Organic Search-Affiliate-Organic Search",1
"Organic Search-Affiliate-Organic Search-Paid Search-Direct",3
"Organic Search-Affiliate-Organic Search-Paid Search-Direct-Social",1
"Organic Search-Affiliate-Organic Search-Paid Search-Direct-Affiliate",3
"Organic Search-Affiliate-Organic Search-Paid Search-Direct-Paid Search",7
"Organic Search-Affiliate-Organic Search-Paid Search-Social",46
"Organic Search-Affiliate-Organic Search-Paid Search-Display-Direct",1
"Organic Search-Affiliate-Organic Search-Paid Search-Display-Social",3
"Organic Search-Affiliate-Organic Search-Paid Search-Display",1
"Organic Search-Affiliate-Organic Search-Paid Search-Display-Affiliate",3
"Organic Search-Affiliate-Organic Search-Paid Search-Display-Paid Search",3
"Organic Search-Affiliate-Organic Search-Paid Search-Display-Organic Search",2
"Organic Search-Affiliate-Organic Search-Paid Search-Affiliate-Direct",1
"Organic Search-Affiliate-Organic Search-Paid Search-Affiliate-Social",1
"Organic Search-Affiliate-Organic Search-Paid Search-Affiliate",5
"Organic Search-Affiliate-Organic Search-Paid Search-Affiliate-Paid Search",7
"Organic Search-Affiliate-Organic Search-Paid Search-Affiliate-Organic Search",1
"Organic Search-Affiliate-Organic Search-Paid Search-Direct",7
"Organic Search-Affiliate-Organic Search-Paid Search-Social",31
"Organic Search-Affiliate-Organic Search-Paid Search-Display",8
"Organic Search-Affiliate-Organic Search-Paid Search-Affiliate",3
"Organic Search-Affiliate-Organic Search-Paid Search",51
"Organic Search-Affiliate-Organic Search-Paid Search-Organic Search",24
"Organic Search-Affiliate-Organic Search-Paid Search-Organic Search-Direct",1
"Organic Search-Affiliate-Organic Search-Paid Search-Organic Search-Social",1
"Organic Search-Affiliate-Organic Search-Paid Search-Organic Search-Display",1
"Organic Search-Affiliate-Organic Search-Paid Search-Organic Search-Affiliate",1
"Organic Search-Affiliate-Organic Search-Paid Search-Organic Search-Paid Search",37
"Organic Search-Affiliate-Organic Search-Paid Search-Organic Search",9
"Organic Search-Affiliate-Organic Search-Direct",2
"Organic Search-Affiliate-Organic Search-Direct-Affiliate",1
"Organic Search-Affiliate-Organic Search-Direct-Paid Search",2
"Organic Search-Affiliate-Organic Search-Direct-Organic Search",1
"Organic Search-Affiliate-Organic Search-Social",10
"Organic Search-Affiliate-Organic Search-Display-Affiliate",1
"Organic Search-Affiliate-Organic Search-Affiliate-Paid Search",1
"Organic Search-Affiliate-Organic Search-Paid Search-Direct",3
"Organic Search-Affiliate-Organic Search-Paid Search-Social",5
"Organic Search-Affiliate-Organic Search-Paid Search-Affiliate",3
"Organic Search-Affiliate-Organic Search-Paid Search",22
"Organic Search-Affiliate-Organic Search-Paid Search-Organic Search",17
"Organic Search-Affiliate-Organic Search-Affiliate",3
"Organic Search-Affiliate-Organic Search-Paid Search",10
"Organic Search-Affiliate-Organic Search",9
"Organic Search-Paid Search-Direct",735
"Organic Search-Paid Search-Direct-Social",170
"Organic Search-Paid Search-Direct-Display",43
"Organic Search-Paid Search-Direct-Affiliate",180
"Organic Search-Paid Search-Direct-Paid Search",775
"Organic Search-Paid Search-Direct-Organic Search",114
"Organic Search-Paid Search-Direct-Social",780
"Organic Search-Paid Search-Direct-Display-Direct",23
"Organic Search-Paid Search-Direct-Display-Social",39
"Organic Search-Paid Search-Direct-Display",12
"Organic Search-Paid Search-Direct-Display-Affiliate",8
"Organic Search-Paid Search-Direct-Display-Paid Search",71
"Organic Search-Paid Search-Direct-Display-Organic Search",35
"Organic Search-Paid Search-Direct-Affiliate-Direct",17
"Organic Search-Paid Search-Direct-Affiliate-Social",17
"Organic Search-Paid Search-Direct-Affiliate-Display",5
"Organic Search-Paid Search-Direct-Affiliate",36
"Organic Search-Paid Search-Direct-Affiliate-Paid Search",88
"Organic Search-Paid Search-Direct-Affiliate-Organic Search",8
"Organic Search-Paid Search-Direct-Paid Search-Direct",587
"Organic Search-Paid Search-Direct-Paid Search-Social",723
"Organic Search-Paid Search-Direct-Paid Search-Display",142
"Organic Search-Paid Search-Direct-Paid Search-Affiliate",37
"Organic Search-Paid Search-Direct-Paid Search",1626
"Organic Search-Paid Search-Direct-Paid Search-Organic Search",334
"Organic Search-Paid Search-Direct-Organic Search-Direct",67
"Organic Search-Paid Search-Direct-Organic Search-Social",20
"Organic Search-Paid Search-Direct-Organic Search-Display",4
"Organic Search-Paid Search-Direct-Organic Search-Affiliate",3
"Organic Search-Paid Search-Direct-Organic Search-Paid Search",247
"Organic Search-Paid Search-Direct-Organic Search",96
"Organic Search-Paid Search-Direct-Social",2077
"Organic Search-Paid Search-Direct-Display-Direct",23
"Organic Search-Paid Search-Direct-Display-Direct-Social",3
"Organic Search-Paid Search-Direct-Display-Direct-Display",3
"Organic Search-Paid Search-Direct-Display-Direct-Affiliate",3
"Organic Search-Paid Search-Direct-Display-Direct-Paid Search",17
"Organic Search-Paid Search-Direct-Display-Direct-Organic Search",4
"Organic Search-Paid Search-Direct-Display-Social",100
"Organic Search-Paid Search-Direct-Display-Direct",3
"Organic Search-Paid Search-Direct-Display-Social",4
"Organic Search-Paid Search-Direct-Display",3
"Organic Search-Paid Search-Direct-Display-Paid Search",17
"Organic Search-Paid Search-Direct-Display-Organic Search",12
"Organic Search-Paid Search-Direct-Display-Affiliate-Direct",1
"Organic Search-Paid Search-Direct-Display-Affiliate-Social",2
"Organic Search-Paid Search-Direct-Display-Affiliate-Display",1
"Organic Search-Paid Search-Direct-Display-Affiliate",5
"Organic Search-Paid Search-Direct-Display-Affiliate-Paid Search",1
"Organic Search-Paid Search-Direct-Display-Paid Search-Direct",30
"Organic Search-Paid Search-Direct-Display-Paid Search-Social",44
"Organic Search-Paid Search-Direct-Display-Paid Search-Display",32
"Organic Search-Paid Search-Direct-Display-Paid Search-Affiliate",3
"Organic Search-Paid Search-Direct-Display-Paid Search",62
"Organic Search-Paid Search-Direct-Display-Paid Search-Organic Search",15
"Organic Search-Paid Search-Direct-Display-Organic Search-Direct",11
"Organic Search-Paid Search-Direct-Display-Organic Search-Social",5
"Organic Search-Paid Search-Direct-Display-Organic Search-Display",3
"Organic Search-Paid Search-Direct-Display-Organic Search-Paid Search",63
"Organic Search-Paid Search-Direct-Display-Organic Search",12
"Organic Search-Paid Search-Direct-Affiliate-Direct",23
"Organic Search-Paid Search-Direct-Affiliate-Direct-Social",9
"Organic Search-Paid Search-Direct-Affiliate-Direct-Affiliate",11
"Organic Search-Paid Search-Direct-Affiliate-Direct-Paid Search",10
"Organic Search-Paid Search-Direct-Affiliate-Direct-Organic Search",5
"Organic Search-Paid Search-Direct-Affiliate-Social",58
"Organic Search-Paid Search-Direct-Affiliate-Display-Direct",2
"Organic Search-Paid Search-Direct-Affiliate-Display-Social",2
"Organic Search-Paid Search-Direct-Affiliate-Display",3
"Organic Search-Paid Search-Direct-Affiliate-Display-Paid Search",6
"Organic Search-Paid Search-Direct-Affiliate-Display-Organic Search",3
"Organic Search-Paid Search-Direct-Affiliate-Direct",11
"Organic Search-Paid Search-Direct-Affiliate-Social",15
"Organic Search-Paid Search-Direct-Affiliate-Display",5
"Organic Search-Paid Search-Direct-Affiliate",43
"Organic Search-Paid Search-Direct-Affiliate-Paid Search",40
"Organic Search-Paid Search-Direct-Affiliate-Organic Search",9
"Organic Search-Paid Search-Direct-Affiliate-Paid Search-Direct",22
"Organic Search-Paid Search-Direct-Affiliate-Paid Search-Social",76
"Organic Search-Paid Search-Direct-Affiliate-Paid Search-Display",10
"Organic Search-Paid Search-Direct-Affiliate-Paid Search-Affiliate",19
"Organic Search-Paid Search-Direct-Affiliate-Paid Search",201
"Organic Search-Paid Search-Direct-Affiliate-Paid Search-Organic Search",27
"Organic Search-Paid Search-Direct-Affiliate-Organic Search-Direct",2
